Date of event,victims_isr_R,occurence_R,victims_pal_R,occurrence_pal_R,lnvic_R,lnvic_pal_R,lnvic_t_y_R,lnvic_pal_y_R,occurrence_t_y_R,occurrence_pal_t_y_R,occurrence_1_R,occurrence_2_7_R,occurrence_8_14_R,occurrence_pal_1_R,occurrence_pal_2_7_R,occurrence_pal_8_14_R
2002-06-07,3,1.0,0,0.0,1.3862943611198906,0.0,1.6094379124341003,0.6931471805599453,1,1,1,1,1,1,1,1
2002-06-08,2,1.0,3,1.0,1.0986122886681098,1.3862943611198906,1.791759469228055,1.3862943611198906,1,1,1,1,1,0,1,1
2002-06-09,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,1.3862943611198906,1,1,1,1,1,1,1,1
2002-06-10,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2002-06-11,6,1.0,1,1.0,1.9459101490553132,0.6931471805599453,2.1972245773362196,0.6931471805599453,1,1,1,1,1,0,1,1
2002-06-12,0,0.0,0,0.0,0.0,0.0,1.9459101490553132,0.6931471805599453,1,1,1,1,1,1,1,0
2002-06-13,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2002-06-14,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2002-06-15,1,1.0,3,1.0,0.6931471805599453,1.3862943611198906,1.0986122886681098,1.3862943611198906,1,1,1,1,1,0,1,1
2002-06-16,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,1.3862943611198906,1,1,1,1,1,1,1,1
2002-06-17,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2002-06-18,1,1.0,19,1.0,0.6931471805599453,2.995732273553991,1.0986122886681098,2.995732273553991,1,1,1,1,1,0,1,1
2002-06-19,1,1.0,8,1.0,0.6931471805599453,2.1972245773362196,1.0986122886681098,3.332204510175204,1,1,1,1,1,1,1,1
2002-06-20,4,1.0,5,1.0,1.6094379124341003,1.791759469228055,1.791759469228055,2.6390573296152584,1,1,1,1,1,1,1,1
2002-06-21,5,1.0,0,0.0,1.791759469228055,0.0,2.302585092994046,1.791759469228055,1,1,1,1,1,1,1,1
2002-06-22,0,0.0,0,0.0,0.0,0.0,1.791759469228055,0.0,1,0,1,1,1,0,1,1
2002-06-23,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,1
2002-06-24,7,1.0,0,0.0,2.0794415416798357,0.0,2.302585092994046,0.0,1,0,1,1,1,0,1,1
2002-06-25,5,1.0,0,0.0,1.791759469228055,0.0,2.5649493574615367,0.0,1,0,1,1,1,0,1,1
2002-06-26,1,1.0,0,0.0,0.6931471805599453,0.0,1.9459101490553132,0.0,1,0,1,1,1,0,1,1
2002-06-27,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2002-06-28,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,0,1
2002-06-29,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,0,1
2002-06-30,2,1.0,0,0.0,1.0986122886681098,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,0,1
2002-07-01,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,0,1
2002-07-02,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2002-07-03,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2002-07-04,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2002-07-05,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,0,0
2002-07-06,3,1.0,0,0.0,1.3862943611198906,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,0,0
2002-07-07,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,0,0
2002-07-08,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2002-07-09,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2002-07-10,2,1.0,1,1.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,1,1,0,1,1,0,0,0
2002-07-11,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.6931471805599453,1,1,1,1,1,1,0,0
2002-07-12,3,1.0,0,0.0,1.3862943611198906,0.0,1.3862943611198906,0.0,1,0,0,1,1,0,1,0
2002-07-13,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,0
2002-07-14,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,0
2002-07-15,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,0
2002-07-16,0,0.0,9,1.0,0.0,2.302585092994046,1.0986122886681098,2.302585092994046,1,1,1,1,1,0,1,0
2002-07-17,4,1.0,3,1.0,1.6094379124341003,1.3862943611198906,1.6094379124341003,2.5649493574615367,1,1,0,1,1,1,1,0
2002-07-18,0,0.0,0,0.0,0.0,0.0,1.6094379124341003,1.3862943611198906,1,1,1,1,1,1,1,1
2002-07-19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2002-07-20,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2002-07-21,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2002-07-22,16,1.0,0,0.0,2.833213344056216,0.0,2.833213344056216,0.0,1,0,0,1,1,0,1,1
2002-07-23,6,1.0,0,0.0,1.9459101490553132,0.0,3.1354942159291497,0.0,1,0,1,1,1,0,1,1
2002-07-24,0,0.0,0,0.0,0.0,0.0,1.9459101490553132,0.0,1,0,1,1,1,0,1,1
2002-07-25,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,0,1
2002-07-26,1,1.0,4,1.0,0.6931471805599453,1.6094379124341003,0.6931471805599453,1.791759469228055,1,1,0,1,1,1,0,1
2002-07-27,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,1.6094379124341003,1,1,1,1,1,1,1,1
2002-07-28,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2002-07-29,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2002-07-30,1,1.0,2,1.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,1,1,0,1,1,0,1,1
2002-07-31,0,0.0,5,1.0,0.0,1.791759469228055,0.6931471805599453,2.0794415416798357,1,1,1,1,1,1,1,1
2002-08-01,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.9459101490553132,1,1,0,1,1,1,1,0
2002-08-02,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,1,1,1,1,1,1,1,1
2002-08-03,4,1.0,0,0.0,1.6094379124341003,0.0,1.9459101490553132,0.0,1,0,1,1,1,0,1,1
2002-08-04,2,1.0,8,1.0,1.0986122886681098,2.1972245773362196,1.9459101490553132,2.1972245773362196,1,1,1,1,1,0,1,1
2002-08-05,3,1.0,2,1.0,1.3862943611198906,1.0986122886681098,1.791759469228055,2.3978952727983707,1,1,1,1,1,1,1,1
2002-08-06,2,1.0,0,0.0,1.0986122886681098,0.0,1.791759469228055,1.0986122886681098,1,1,1,1,1,1,1,1
2002-08-07,8,1.0,0,0.0,2.1972245773362196,0.0,2.3978952727983707,0.0,1,0,1,1,1,0,1,1
2002-08-08,0,0.0,0,0.0,0.0,0.0,2.1972245773362196,0.0,1,0,1,1,1,0,1,1
2002-08-09,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2002-08-10,3,1.0,1,1.0,1.3862943611198906,0.6931471805599453,1.6094379124341003,0.6931471805599453,1,1,1,1,1,0,1,1
2002-08-11,1,1.0,0,0.0,0.6931471805599453,0.0,1.6094379124341003,0.6931471805599453,1,1,1,1,1,1,1,1
2002-08-12,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2002-08-13,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2002-08-14,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2002-08-15,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2002-08-16,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2002-08-17,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2002-08-18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2002-08-19,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,0,1
2002-08-20,3,1.0,1,1.0,1.3862943611198906,0.6931471805599453,1.6094379124341003,0.6931471805599453,1,1,1,1,1,0,0,1
2002-08-21,1,1.0,0,0.0,0.6931471805599453,0.0,1.6094379124341003,0.6931471805599453,1,1,1,1,1,1,0,1
2002-08-22,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2002-08-23,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,1
2002-08-24,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2002-08-25,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,0
2002-08-26,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2002-08-27,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2002-08-28,6,1.0,0,0.0,1.9459101490553132,0.0,1.9459101490553132,0.0,1,0,0,1,1,0,0,1
2002-08-29,1,1.0,0,0.0,0.6931471805599453,0.0,2.0794415416798357,0.0,1,0,1,1,1,0,0,1
2002-08-30,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,1
2002-08-31,5,1.0,0,0.0,1.791759469228055,0.0,1.791759469228055,0.0,1,0,0,1,1,0,0,1
2002-09-01,6,1.0,0,0.0,1.9459101490553132,0.0,2.4849066497880004,0.0,1,0,1,1,1,0,0,1
2002-09-02,2,1.0,0,0.0,1.0986122886681098,0.0,2.1972245773362196,0.0,1,0,1,1,1,0,0,1
2002-09-03,3,1.0,0,0.0,1.3862943611198906,0.0,1.791759469228055,0.0,1,0,1,1,1,0,0,1
2002-09-04,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,0,0
2002-09-05,1,1.0,2,1.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,1,1,0,1,1,0,0,0
2002-09-06,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,1.0986122886681098,1,1,1,1,1,1,0,0
2002-09-07,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,0
2002-09-08,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,0
2002-09-09,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,0
2002-09-10,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,0
2002-09-11,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,0
2002-09-12,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2002-09-13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2002-09-14,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,0,1
2002-09-15,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,1
2002-09-16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2002-09-17,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,0,1
2002-09-18,0,0.0,3,1.0,0.0,1.3862943611198906,0.6931471805599453,1.3862943611198906,1,1,1,1,1,0,0,1
2002-09-19,1,1.0,5,1.0,0.6931471805599453,1.791759469228055,0.6931471805599453,2.1972245773362196,1,1,0,1,1,1,0,1
2002-09-20,5,1.0,0,0.0,1.791759469228055,0.0,1.9459101490553132,1.791759469228055,1,1,1,1,1,1,1,0
2002-09-21,0,0.0,0,0.0,0.0,0.0,1.791759469228055,0.0,1,0,1,1,1,0,1,0
2002-09-22,5,1.0,0,0.0,1.791759469228055,0.0,1.791759469228055,0.0,1,0,0,1,1,0,1,0
2002-09-23,0,0.0,1,1.0,0.0,0.6931471805599453,1.791759469228055,0.6931471805599453,1,1,1,1,1,0,1,0
2002-09-24,9,1.0,0,0.0,2.302585092994046,0.0,2.302585092994046,0.6931471805599453,1,1,0,1,1,1,1,0
2002-09-25,0,0.0,0,0.0,0.0,0.0,2.302585092994046,0.0,1,0,1,1,1,0,1,0
2002-09-26,4,1.0,1,1.0,1.6094379124341003,0.6931471805599453,1.6094379124341003,0.6931471805599453,1,1,0,1,1,0,1,1
2002-09-27,2,1.0,0,0.0,1.0986122886681098,0.0,1.9459101490553132,0.6931471805599453,1,1,1,1,1,1,1,1
2002-09-28,3,1.0,0,0.0,1.3862943611198906,0.0,1.791759469228055,0.0,1,0,1,1,1,0,1,1
2002-09-29,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2002-09-30,2,1.0,1,1.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,1,1,0,1,1,0,1,1
2002-10-01,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,1,1,1,1,1,1,1,1
2002-10-02,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2002-10-03,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2002-10-04,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2002-10-05,3,1.0,0,0.0,1.3862943611198906,0.0,1.3862943611198906,0.0,1,0,0,1,1,0,1,1
2002-10-06,2,1.0,0,0.0,1.0986122886681098,0.0,1.791759469228055,0.0,1,0,1,1,1,0,1,1
2002-10-07,19,1.0,0,0.0,2.995732273553991,0.0,3.091042453358316,0.0,1,0,1,1,1,0,1,1
2002-10-08,0,0.0,1,1.0,0.0,0.6931471805599453,2.995732273553991,0.6931471805599453,1,1,1,1,1,0,0,1
2002-10-09,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1,1,0,1,1,1,0,1
2002-10-10,2,1.0,1,1.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,1,1,1,1,1,0,1,1
2002-10-11,4,1.0,0,0.0,1.6094379124341003,0.0,1.9459101490553132,0.6931471805599453,1,1,1,1,1,1,1,1
2002-10-12,2,1.0,0,0.0,1.0986122886681098,0.0,1.9459101490553132,0.0,1,0,1,1,1,0,1,1
2002-10-13,7,1.0,0,0.0,2.0794415416798357,0.0,2.302585092994046,0.0,1,0,1,1,1,0,1,1
2002-10-14,2,1.0,0,0.0,1.0986122886681098,0.0,2.302585092994046,0.0,1,0,1,1,1,0,1,1
2002-10-15,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,0
2002-10-16,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,1
2002-10-17,7,1.0,0,0.0,2.0794415416798357,0.0,2.302585092994046,0.0,1,0,1,1,1,0,1,1
2002-10-18,1,1.0,0,0.0,0.6931471805599453,0.0,2.1972245773362196,0.0,1,0,1,1,1,0,0,1
2002-10-19,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,1
2002-10-20,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2002-10-21,0,0.0,13,1.0,0.0,2.6390573296152584,0.0,2.6390573296152584,0,1,0,1,1,0,0,1
2002-10-22,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,2.70805020110221,0,1,0,1,1,1,0,1
2002-10-23,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,1,1,1,1
2002-10-24,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2002-10-25,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,0
2002-10-26,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,0
2002-10-27,3,1.0,3,1.0,1.3862943611198906,1.3862943611198906,1.791759469228055,1.3862943611198906,1,1,1,1,1,0,1,0
2002-10-28,1,1.0,0,0.0,0.6931471805599453,0.0,1.6094379124341003,1.3862943611198906,1,1,1,1,1,1,1,0
2002-10-29,2,1.0,3,1.0,1.0986122886681098,1.3862943611198906,1.3862943611198906,1.3862943611198906,1,1,1,1,1,0,1,1
2002-10-30,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,1.3862943611198906,1,1,1,1,1,1,1,1
2002-10-31,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,1
2002-11-01,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2002-11-02,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2002-11-03,4,1.0,0,0.0,1.6094379124341003,0.0,1.6094379124341003,0.0,1,0,0,1,1,0,1,1
2002-11-04,4,1.0,2,1.0,1.6094379124341003,1.0986122886681098,2.1972245773362196,1.0986122886681098,1,1,1,1,1,0,1,1
2002-11-05,2,1.0,0,0.0,1.0986122886681098,0.0,1.9459101490553132,1.0986122886681098,1,1,1,1,1,1,1,1
2002-11-06,0,0.0,2,1.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1,1,1,1,1,0,1,1
2002-11-07,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,1.0986122886681098,1,1,0,1,1,1,1,1
2002-11-08,2,1.0,0,0.0,1.0986122886681098,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2002-11-09,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,1,1,1,1,1,0,1,1
2002-11-10,0,0.0,5,1.0,0.0,1.791759469228055,0.6931471805599453,1.9459101490553132,1,1,1,1,1,1,1,1
2002-11-11,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,1.791759469228055,1,1,0,1,1,1,1,1
2002-11-12,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2002-11-13,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2002-11-14,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2002-11-15,5,1.0,12,1.0,1.791759469228055,2.5649493574615367,2.0794415416798357,2.5649493574615367,1,1,1,1,1,0,1,1
2002-11-16,2,1.0,0,0.0,1.0986122886681098,0.0,2.0794415416798357,2.5649493574615367,1,1,1,1,1,1,1,1
2002-11-17,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2002-11-18,0,0.0,1,1.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,1,1,1,0,1,1
2002-11-19,5,1.0,0,0.0,1.791759469228055,0.0,1.791759469228055,0.6931471805599453,1,1,0,1,1,1,1,1
2002-11-20,1,1.0,0,0.0,0.6931471805599453,0.0,1.9459101490553132,0.0,1,0,1,1,1,0,1,1
2002-11-21,0,0.0,10,1.0,0.0,2.3978952727983707,0.6931471805599453,2.3978952727983707,1,1,1,1,1,0,1,1
2002-11-22,2,1.0,1,1.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,2.4849066497880004,1,1,0,1,1,1,1,1
2002-11-23,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,1,1,1,1,1,1,1,1
2002-11-24,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2002-11-25,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2002-11-26,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2002-11-27,2,1.0,0,0.0,1.0986122886681098,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2002-11-28,2,1.0,6,1.0,1.0986122886681098,1.9459101490553132,1.6094379124341003,1.9459101490553132,1,1,1,1,1,0,1,1
2002-11-29,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,1.9459101490553132,1,1,1,1,1,1,1,1
2002-11-30,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2002-12-01,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2002-12-02,3,1.0,0,0.0,1.3862943611198906,0.0,1.791759469228055,0.0,1,0,1,1,1,0,1,1
2002-12-03,6,1.0,0,0.0,1.9459101490553132,0.0,2.302585092994046,0.0,1,0,1,1,1,0,1,1
2002-12-04,3,1.0,0,0.0,1.3862943611198906,0.0,2.302585092994046,0.0,1,0,1,1,1,0,1,1
2002-12-05,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2002-12-06,11,1.0,0,0.0,2.4849066497880004,0.0,2.4849066497880004,0.0,1,0,0,1,1,0,0,1
2002-12-07,1,1.0,0,0.0,0.6931471805599453,0.0,2.5649493574615367,0.0,1,0,1,1,1,0,0,1
2002-12-08,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,0,1
2002-12-09,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,0,1
2002-12-10,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,0,1
2002-12-11,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,0,1
2002-12-12,6,1.0,2,1.0,1.9459101490553132,1.0986122886681098,2.0794415416798357,1.0986122886681098,1,1,1,1,1,0,0,1
2002-12-13,2,1.0,0,0.0,1.0986122886681098,0.0,2.1972245773362196,1.0986122886681098,1,1,1,1,1,1,0,0
2002-12-14,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,0
2002-12-15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2002-12-16,4,1.0,0,0.0,1.6094379124341003,0.0,1.6094379124341003,0.0,1,0,0,1,1,0,1,0
2002-12-17,1,1.0,0,0.0,0.6931471805599453,0.0,1.791759469228055,0.0,1,0,1,1,1,0,1,0
2002-12-18,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,0
2002-12-19,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,0
2002-12-20,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,1,1,1,1,1,0,0,1
2002-12-21,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,1,1,1,1,1,1,0,1
2002-12-22,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2002-12-23,3,1.0,0,0.0,1.3862943611198906,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2002-12-24,1,1.0,0,0.0,0.6931471805599453,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2002-12-25,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2002-12-26,7,1.0,0,0.0,2.0794415416798357,0.0,2.1972245773362196,0.0,1,0,1,1,1,0,1,1
2002-12-27,2,1.0,4,1.0,1.0986122886681098,1.6094379124341003,2.302585092994046,1.6094379124341003,1,1,1,1,1,0,1,0
2002-12-28,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,1.6094379124341003,1,1,1,1,1,1,0,1
2002-12-29,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2002-12-30,4,1.0,0,0.0,1.6094379124341003,0.0,1.791759469228055,0.0,1,0,1,1,1,0,1,1
2002-12-31,1,1.0,0,0.0,0.6931471805599453,0.0,1.791759469228055,0.0,1,0,1,1,1,0,1,1
2003-01-01,4,1.0,0,0.0,1.6094379124341003,0.0,1.791759469228055,0.0,1,0,1,1,1,0,1,1
2003-01-02,2,1.0,1,1.0,1.0986122886681098,0.6931471805599453,1.9459101490553132,0.6931471805599453,1,1,1,1,1,0,1,1
2003-01-03,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.6931471805599453,1,1,1,1,1,1,1,1
2003-01-04,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2003-01-05,0,0.0,15,1.0,0.0,2.772588722239781,0.0,2.772588722239781,0,1,0,1,1,0,1,1
2003-01-06,3,1.0,0,0.0,1.3862943611198906,0.0,1.3862943611198906,2.772588722239781,1,1,0,1,1,1,1,1
2003-01-07,1,1.0,0,0.0,0.6931471805599453,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2003-01-08,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2003-01-09,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2003-01-10,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2003-01-11,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2003-01-12,5,1.0,2,1.0,1.791759469228055,1.0986122886681098,2.0794415416798357,1.0986122886681098,1,1,1,1,1,0,1,1
2003-01-13,4,1.0,0,0.0,1.6094379124341003,0.0,2.302585092994046,1.0986122886681098,1,1,1,1,1,1,0,1
2003-01-14,0,0.0,0,0.0,0.0,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2003-01-15,3,1.0,0,0.0,1.3862943611198906,0.0,1.3862943611198906,0.0,1,0,0,1,1,0,1,1
2003-01-16,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2003-01-17,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,0,1,1,0,1,1
